Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743632580738,3696,3696,3696,3696,3696,3696,100,100,100,100,100,100,2125.8517456054688,52585.98370361328,44428.286682128906,0,17112264704,62914560000,4484198400,0
200,1743632580738,3696,3696,3696,3696,3696,3696,100,100,100,100,100,100,2125.8546752929688,52586.018493652344,44428.32598876953,0,17112264704,62914560000,4483887104,0
200,1743632580938,3696,3696,3696,3696,3696,3696,40.25636672973633,51.42110824584961,13.39385986328125,22.039588928222656,13.5225830078125,12.374954223632813,2126.0052490234375,52590.862548828125,44432.45080566406,0,17112264704,62914560000,4507541504,0
199,1743632581140,3696,3696,3696,3696,3696,3696,19.990234375,76.49812316894531,17.140304565429688,8.689193725585938,2.8126754760742188,4.317626953125,2126.167724609375,52595.73992919922,44436.63806152344,0,17112264704,62914560000,4545581056,0
199,1743632581339,3696,3696,3696,3696,3696,3696,5.071617126464844,49.07001495361328,5.874717712402344,24.21068572998047,31.68798828125,4.0811004638671875,2126.330810546875,52600.50354003906,44440.6748046875,0,17112264704,62914560000,4619149312,0
200,1743632581539,3696,3696,3696,3696,3696,3696,11.948623657226563,52.01295852661133,10.405960083007813,8.837638854980469,7.951263427734375,35.513038635253906,2126.47705078125,52605.37744140625,44444.850646972656,0,17112264704,62914560000,4650311680,0
200,1743632581740,3696,3696,3696,3696,3696,3696,40.158103942871094,13.269989013671875,0.124908447265625,31.68651580810547,21.840049743652344,0.9976425170898438,2126.6292724609375,52609.84582519531,44448.62561035156,0,17112264704,62914560000,4670115840,0
200,1743632581940,3696,3696,3696,3696,3696,3696,34.02314758300781,63.32387161254883,2.3524551391601563,1.8863067626953125,16.348251342773438,3.35906982421875,2126.77099609375,52614.70568847656,44452.79504394531,0,17112264704,62914560000,4698955776,0
200,1743632582140,3696,3696,3696,3696,3696,3696,9.333480834960938,49.062129974365234,6.018150329589844,40.636512756347656,25.52068328857422,8.473640441894531,2126.952880859375,52619.706787109375,44457.06280517578,0,17112264704,62914560000,4681334784,0
200,1743632582341,3696,3696,3696,3696,3696,3696,15.089981079101563,66.97294616699219,45.5466423034668,16.25695037841797,8.829887390136719,23.181259155273438,2127.1582641601563,52625.44549560547,44462.10125732422,0,17112264704,62914560000,4710146048,0
200,1743632582542,3696,3696,3696,3696,3696,3696,5.9561004638671875,60.8659553527832,27.529945373535156,10.6451416015625,11.560317993164063,9.857536315917969,2127.3524169921875,52630.103515625,44466.04571533203,0,17112264704,62914560000,4737310720,0
199,1743632582742,3696,3696,3696,3696,3696,3696,2.1323318481445313,42.07577896118164,0.4706573486328125,22.833900451660156,17.736785888671875,26.059417724609375,2127.4728393554688,52634.78448486328,44470.036682128906,0,17112264704,62914560000,4755685376,0
200,1743632582942,3696,3696,3696,3696,3696,3696,8.09503173828125,32.216278076171875,4.114112854003906,36.266517639160156,5.168159484863281,35.388954162597656,2127.6063842773438,52639.76818847656,44474.31884765625,0,17112264704,62914560000,4761899008,0
