Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743631643294,3696,3696,3696,3696,3696,3696,100,100,100,100,100,100,1468.1257934570313,33520.033203125,28386.35009765625,0,17112264704,62914560000,4627128320,0
200,1743631643294,3696,3696,3696,3696,3696,3696,86.90452575683594,99.96354675292969,88.55513000488281,88.29292297363281,92.40057373046875,88.62291717529297,1468.12890625,33520.09344482422,28386.410705566406,0,17112264704,62914560000,4627025920,0
200,1743631643495,3696,3696,3696,3696,3696,3696,5.801971435546875,26.47850799560547,45.88520050048828,30.044769287109375,3.6451187133789063,4.1205291748046875,1468.2669677734375,33524.72283935547,28390.346923828125,0,17112264704,62914560000,4637179904,0
200,1743631643695,3696,3696,3696,3696,3696,3696,0.2994384765625,54.273521423339844,1.32843017578125,46.258975982666016,0.694732666015625,0.40561676025390625,1468.389892578125,33529.64569091797,28394.55126953125,0,17112264704,62914560000,4654268416,0
200,1743631643896,3696,3696,3696,3696,3696,3696,77.73909759521484,13.222572326660156,13.6346435546875,2.43829345703125,1.405426025390625,2.0910720825195313,1468.5177612304688,33534.763916015625,28398.982177734375,0,17112264704,62914560000,4675637248,0
199,1743631644096,3696,3696,3696,3696,3696,3696,48.78257369995117,28.226959228515625,34.86067199707031,11.39532470703125,1.3336181640625,6.88079833984375,1468.6544799804688,33540.05432128906,28403.546325683594,0,17112264704,62914560000,4700200960,0
200,1743631644296,3696,3696,3696,3696,3696,3696,7.719245910644531,32.862274169921875,31.14954376220703,16.27928924560547,16.222862243652344,0.868682861328125,1468.782958984375,33544.98797607422,28407.782958984375,0,17112264704,62914560000,4715642880,0
199,1743631644496,3696,3696,3696,3696,3696,3696,24.818511962890625,17.406288146972656,18.827560424804688,29.12957000732422,17.07996368408203,55.10586929321289,1468.9520263671875,33550.790588378906,28412.88397216797,0,17112264704,62914560000,4732428288,0
200,1743631644697,3696,3696,3696,3696,3696,3696,3.4242706298828125,32.61405944824219,0.3394012451171875,61.69857406616211,0.29056549072265625,7.165397644042969,1469.0777587890625,33555.88983154297,28417.2841796875,0,17112264704,62914560000,4753637376,0
200,1743631644897,3696,3696,3696,3696,3696,3696,2.2251052856445313,6.476814270019531,60.9915771484375,16.385040283203125,22.91466522216797,1.8378448486328125,1469.2037963867188,33561.08874511719,28421.789184570313,0,17112264704,62914560000,4772880384,0
200,1743631645097,3696,3696,3696,3696,3696,3696,13.548141479492188,55.8464469909668,7.641807556152344,31.042747497558594,0.41898345947265625,16.37145233154297,1469.34619140625,33566.25476074219,28426.26202392578,0,17112264704,62914560000,4792115200,0
200,1743631645297,3696,3696,3696,3696,3696,3696,31.628700256347656,25.35699462890625,3.7717666625976563,42.38416290283203,0.5819244384765625,0.42962646484375,1469.4719848632813,33571.474853515625,28430.75213623047,0,17112264704,62914560000,4810698752,0
200,1743631645498,3696,3696,3696,3696,3696,3696,2.1466140747070313,3.5763015747070313,23.912979125976563,1.4303436279296875,77.30268859863281,1.2915496826171875,1469.60107421875,33576.3935546875,28434.98309326172,0,17112264704,62914560000,4824981504,0
200,1743631645698,3696,3696,3696,3696,3696,3696,0.38855743408203125,65.06907653808594,0.33404541015625,0.41678619384765625,30.844139099121094,15.084884643554688,1469.7264404296875,33581.64324951172,28439.545288085938,0,17112264704,62914560000,4852207616,0
200,1743631645899,3696,3696,3696,3696,3696,3696,0.8355712890625,17.768722534179688,15.562347412109375,0.41060638427734375,0.4103546142578125,69.86354064941406,1469.8441772460938,33586.88586425781,28444.076721191406,0,17112264704,62914560000,4870000640,0
200,1743631646099,3696,3696,3696,3696,3696,3696,10.2523193359375,85.22196960449219,12.178977966308594,0.3075714111328125,0.260986328125,17.26995086669922,1469.9909057617188,33592.20556640625,28448.70086669922,0,17112264704,62914560000,4890726400,0
200,1743631646300,3696,3696,3696,3696,3696,3696,0.30821990966796875,62.67455291748047,0.3146514892578125,0.323577880859375,0.24713134765625,38.62708282470703,1470.120361328125,33597.36456298828,28453.145446777344,0,17112264704,62914560000,4906291200,0
