Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743631911804,3696,3696,3696,3696,3696,3696,100,100,100,100,100,100,1697.3927001953125,37586.768127441406,31652.316040039063,0,17112264704,62914560000,4661407744,0
200,1743631911804,3696,3696,3696,3696,3696,3696,89.59256744384766,99.9469223022461,87.93367004394531,94.28914642333984,88.86160278320313,88.57574462890625,1697.39599609375,37586.81884765625,31652.365234375,0,17112264704,62914560000,4661321728,0
199,1743631912005,3696,3696,3696,3696,3696,3696,12.809745788574219,44.287471771240234,22.356346130371094,41.09615707397461,15.960906982421875,7.936515808105469,1697.56298828125,37591.574279785156,31656.855407714844,0,17112264704,62914560000,4688568320,0
198,1743631912207,3696,3696,3696,3696,3696,3696,25.181053161621094,63.77642059326172,3.4749374389648438,17.57428741455078,17.502853393554688,6.375450134277344,1697.726806640625,37596.10949707031,31661.127319335938,0,17112264704,62914560000,4723769344,0
200,1743631912406,3696,3696,3696,3696,3696,3696,11.183219909667969,34.6197509765625,11.053428649902344,54.0781364440918,4.245216369628906,15.450241088867188,1697.8909912109375,37600.48669433594,31665.23699951172,0,17112264704,62914560000,4749729792,0
200,1743631912606,3696,3696,3696,3696,3696,3696,35.889984130859375,60.03781509399414,22.755203247070313,12.01202392578125,4.099578857421875,11.911575317382813,1698.0660400390625,37605.099365234375,31669.58758544922,0,17112264704,62914560000,4770840576,0
200,1743631912807,3696,3696,3696,3696,3696,3696,11.983528137207031,30.95745849609375,55.82222366333008,2.0509719848632813,8.217216491699219,0.6243057250976563,1698.2197875976563,37609.18701171875,31673.399047851563,0,17112264704,62914560000,4780978176,0
200,1743631913008,3696,3696,3696,3696,3696,3696,82.97627258300781,63.91400909423828,64.15216064453125,62.99306869506836,54.11836242675781,53.81242370605469,1698.4419555664063,37616.96942138672,31680.91632080078,0,17112264704,62914560000,4909109248,0
1,1743631913208,3696,3696,3696,3696,3696,3696,69.37078857421875,68.3845443725586,58.791873931884766,58.9922981262207,58.19561004638672,60.96358108520508,1698.6940307617188,37623.94268798828,31687.5546875,0,17112264704,62914560000,4669947904,0
