Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743631919454,3696,3696,3696,3696,3696,3696,100,100,100,100,100,100,1704.1260986328125,37764.05749511719,31819.108642578125,0,17112264704,62914560000,4658593792,0
199,1743631919455,3696,3696,3696,3696,3696,3696,94.96214294433594,99.83656311035156,87.22946166992188,88.15391540527344,90.42481231689453,99.57672119140625,1704.1292114257813,37764.132080078125,31819.197204589844,0,17112264704,62914560000,4658507776,0
200,1743631919655,3696,3696,3696,3696,3696,3696,8.845230102539063,55.95907974243164,12.093849182128906,37.050960540771484,8.955802917480469,9.291831970214844,1704.2821655273438,37768.48388671875,31823.286376953125,0,17112264704,62914560000,4682629120,0
198,1743631919856,3696,3696,3696,3696,3696,3696,14.254974365234375,76.86912536621094,5.579658508300781,22.684837341308594,5.359321594238281,7.523048400878906,1704.4458618164063,37773.14318847656,31827.64501953125,0,17112264704,62914560000,4717461504,0
200,1743631920055,3696,3696,3696,3696,3696,3696,14.43621826171875,28.934326171875,17.39923095703125,46.02488708496094,25.493064880371094,17.784500122070313,1704.6318359375,37777.86730957031,31832.09735107422,0,17112264704,62914560000,4751851520,0
200,1743631920256,3696,3696,3696,3696,3696,3696,22.767555236816406,65.25397491455078,40.57101058959961,2.1108322143554688,5.1815185546875,3.2341537475585938,1704.8046264648438,37782.43566894531,31836.410034179688,0,17112264704,62914560000,4800348160,0
200,1743631920456,3696,3696,3696,3696,3696,3696,19.395462036132813,54.0488166809082,33.95020294189453,5.7736968994140625,7.616188049316406,11.883865356445313,1704.9650268554688,37786.906799316406,31840.60467529297,0,17112264704,62914560000,4814209024,0
200,1743631920657,3696,3696,3696,3696,3696,3696,65.40263366699219,80.03767395019531,70.09452819824219,58.68398666381836,57.45840072631836,56.60034942626953,1705.1386108398438,37794.35314941406,31847.800842285156,0,17112264704,62914560000,4946247680,0
2,1743631920857,3696,3696,3696,3696,3696,3696,59.78860855102539,59.64033508300781,50.06083297729492,49.92874526977539,53.929725646972656,49.35248565673828,1705.3864135742188,37800.40295410156,31853.52081298828,0,17112264704,62914560000,4660883456,0
