Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743631929192,3696,3696,3696,3696,3696,3696,53.655513763427734,85.1595458984375,54.89115524291992,100,58.02144241333008,83.2348861694336,1712.7025756835938,37988.437561035156,32030.110473632813,0,17112264704,62914560000,4660625408,0
200,1743631929192,3696,3696,3696,3696,3696,3696,100,100,100,100,100,100,1712.7064208984375,37988.505920410156,32030.199157714844,0,17112264704,62914560000,4660572160,0
200,1743631929393,3696,3696,3696,3696,3696,3696,9.873580932617188,40.95848083496094,27.09876251220703,31.85253143310547,18.682785034179688,16.508460998535156,1712.86572265625,37993.035217285156,32034.465881347656,0,17112264704,62914560000,4684996608,0
200,1743631929593,3696,3696,3696,3696,3696,3696,25.1451416015625,68.86251068115234,24.654708862304688,4.289894104003906,8.64874267578125,19.868736267089844,1713.0357055664063,37997.90167236328,32039.042541503906,0,17112264704,62914560000,4719828992,0
200,1743631929794,3696,3696,3696,3696,3696,3696,9.3634033203125,78.11959075927734,6.591468811035156,20.558914184570313,2.2609329223632813,8.099700927734375,1713.1990356445313,38002.197204589844,32043.07958984375,0,17112264704,62914560000,4751663104,0
200,1743631929994,3696,3696,3696,3696,3696,3696,14.437545776367188,75.41747283935547,2.9860000610351563,27.62932586669922,2.1018142700195313,8.047508239746094,1713.3654174804688,38006.63415527344,32047.25421142578,0,17112264704,62914560000,4798083072,0
200,1743631930195,3696,3696,3696,3696,3696,3696,15.646018981933594,78.66634368896484,28.14508819580078,3.4862213134765625,2.6696395874023438,8.985076904296875,1713.5479125976563,38011.422607421875,32051.744018554688,0,17112264704,62914560000,4816719872,0
199,1743631930395,3696,3696,3696,3696,3696,3696,72.34306335449219,68.67012023925781,85.86602020263672,62.4527702331543,69.54734802246094,63.80597686767578,1713.7713012695313,38019.597412109375,32059.6279296875,0,17112264704,62914560000,4897193984,0
1,1743631930595,3696,3696,3696,3696,3696,3696,69.27244567871094,70.50704956054688,58.64610290527344,58.993194580078125,58.0232048034668,60.18246078491211,1714.0176391601563,38026.546875,32066.28955078125,0,17112264704,62914560000,4660256768,0
