Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742991137825,3696,3696,3696,3696,3696,3696,54.16341781616211,76.08192443847656,80.1187744140625,81.37744903564453,54.09246063232422,75.41199493408203,2799.045166015625,47810.183349609375,34266.32336425781,0,17112264704,62914560000,7181086720,0
200,1742991137825,3696,3696,3696,3696,3696,3696,100,100,100,100,100,100,2799.0498657226563,47810.28643798828,34266.40936279297,0,17112264704,62914560000,7181545472,0
200,1742991138025,3696,3696,3696,3696,3696,3696,20.801429748535156,65.63236999511719,14.351173400878906,27.27001953125,43.42729187011719,17.16717529296875,2799.2242431640625,47815.92987060547,34271.34826660156,0,17112264704,62914560000,7207682048,0
200,1742991138225,3696,3696,3696,3696,3696,3696,27.263999938964844,70.9300537109375,10.2598876953125,24.860488891601563,16.133331298828125,18.712387084960938,2799.4237670898438,47821.520935058594,34276.224182128906,0,17112264704,62914560000,7243022336,0
200,1742991138426,3696,3696,3696,3696,3696,3696,36.7466926574707,35.353660583496094,16.55390167236328,24.037857055664063,9.789642333984375,13.675178527832031,2799.5962524414063,47826.45849609375,34280.44891357422,0,17112264704,62914560000,7256715264,0
200,1742991138626,3696,3696,3696,3696,3696,3696,18.737823486328125,17.839942932128906,64.37625122070313,14.417503356933594,12.678985595703125,12.2257080078125,2799.76806640625,47831.56408691406,34284.828369140625,0,17112264704,62914560000,7298420736,0
200,1742991138827,3696,3696,3696,3696,3696,3696,61.8234748840332,8.359024047851563,40.87310791015625,2.359039306640625,2.14111328125,4.537544250488281,2799.93017578125,47836.201171875,34288.78594970703,0,17112264704,62914560000,7316619264,0
200,1742991139027,3696,3696,3696,3696,3696,3696,69.98528289794922,61.150543212890625,92.35276794433594,69.23799133300781,62.25662612915039,70.90740203857422,2800.1734619140625,47845.63214111328,34297.50653076172,0,17112264704,62914560000,7329595392,0
3,1742991139228,3696,3696,3696,3696,3696,3696,45.9945068359375,46.40639114379883,46.56730270385742,45.32746124267578,51.11433029174805,45.306358337402344,2800.3970947265625,47851.44226074219,34302.5458984375,0,17112264704,62914560000,7197814784,0
